"","MaternalLine","FlowerHead","PlantingDate","FirstLeafDate","TransplantDate","Id","Country","State","County","Latitude","Longitude","Locality","Location.Details","TemporaryID","Species","OriIndex","RanIndex","RanTray","TrayPosition","Pot","Date.1","Surv.1","numRos.1","numStem.1","stemDia.1","stemLength.1","numLeaf.1","leafLong.1","leafWide.1","flwrBud.1","flwrOpen.1","fruitPres.1","fruitDeh.1","Date.2","Surv.2","flwrBud.2","flwrOpen.2","fruitPres.2","fruitDeh.2","Date.3","Surv.3","leafLong.3","leafWide.3","flwrBud.3","flwrOpen.3","fruitPres.3","fruitDeh.3","Date.4","Surv.4","flwrBud.4","flwrOpen.4","fruitPres.4","fruitDeh.4","Date.5","Surv.5","flwrBud.5","flwrOpen.5","fruitPres.5","fruitDeh.5","Date.6","Surv.6","numFlowerStem.6","leafLong.6","leafWide.6","Date.7","flwrBud.7","flwrOpen.7","fruitPres.7","fruitDeh.7","Date.8","Surv.8","flwrBud.8","flwrOpen.8","fruitPres.8","fruitDeh.8","Date.9","Surv.9","flwrBud.9","flwrOpen.9","fruitPres.9","fruitDeh.9","Date.10","Surv.10","numFlowerStem.10","leafLong.10","leafWide.10","Date.11","Surv.11","flwrBud.11","flwrOpen.11","fruitPres.11","fruitDeh.11","Date.12","Surv.12","flwrBud.12","flwrOpen.12","fruitPres.12","fruitDeh.12","Date.13","Surv.13","flwrBud.13","flwrOpen.13","fruitPres.13","fruitDeh.13","Date.14","Surv.14","flwrBud.14","flwrOpen.14","fruitPres.14","fruitDeh.14","Date.15","Surv.15","flwrBud.15","flwrOpen.15","fruitPres.15","fruitDeh.15","Taxon","Area","Bed","Position.Spot","Inventory.Date","Status","Plant.Count","Planting.Material.Type","Source","Provenance","Property","Ipen","Restriction","Date.received","Quantity.received","Collector","Collection.Num","Collection.Date","Sampling.method","EO.ID","EO.number","Property.ownership","Notes.on.Habitat.and.soil","Mother.Plant.Maternal.Pop","Family","Seed.Lot..","Index.Seminum.Year"
"248","2021-1841-1","8","3/21/24","3/29/24","4/26/24",1275505,"United States","Kentucky","Franklin",38.222717,-84.856916,"Cove Spring Park","","16-4-2","Physaria globosa",151,248,21,"T16R4C2",NA,"5/14/24","Y","0","1","0.96","4.6","8","2.5","1.5","N ","N ","N ","N ","5/21/24","Y","N","N","N","N","5/28/24","Y","5.4","3","0","0","N","N","5/31/24","Y",0,0,"N","N","6/3/24","Y",0,0,0,0,"6/4/24","Y","0","6.1","3.1","6/5/24","0","0","0","0","6/7/24","Y",0,0,0,0,"6/10/24","Y",0,0,0,0,"6/11/24","Y","0","6.6","3.4","6/12/24","Y","0","0","0","0","6/14/24","Y",0,0,0,0,"6/17/24","Y",0,0,0,0,"6/19/24","Y",0,0,0,0,"6/24/24","Y",0,0,0,0,"Physaria globosa ","MBG Seed Bank","CCSD Seed Bank Freezer",NA,"2023-12-01T00:00:00","Dormant",287,"Seed","Missouri Botanical Garden","Wild","Shaw Nature Reserve","US-1-MO-2021-1841","Project specific use only","2021-07-16T00:00:00","362","Powell, Emily","","05 Jul 2021","Maternal Lines","",18,"State","",NA,"Brassicaceae",NA,NA
"249","2021-1839-2","10","3/27/24","4/5/24","4/26/24",1290440,"United States","Tennessee","Cheatham",36.213903,-86.983695,"McMinn's Bluff #3","From Ashland City, take TN-12 south, take the first right onto River Trace that you can. Park close to the T-intersection, where the road is widest, and walk to both the right and left of the intersection. Plants can be found along the bluffs, and along the other side of the road above the railroad bed.","20-1-1","Physaria globosa",385,249,21,"T20R1C1",NA,"5/14/24","Y","0","1","0.98","5.3","14","3.4","1.5","N ","N ","N ","N ","5/21/24","Y","N","N","N","N","5/28/24","Y","6","2.3","0","0","N","N","5/31/24","Y",0,0,"N","N","6/3/24","Y",0,0,0,0,"6/4/24","Y","0","5.6","2.4","6/5/24","0","0","0","0","6/7/24","Y",0,0,0,0,"6/10/24","Y",0,0,0,0,"6/11/24","Y","0","5.5","2.3","6/12/24","Y","0","0","0","0","6/14/24","Y",0,0,0,0,"6/17/24","Y",0,0,0,0,"6/19/24","Y",0,0,0,0,"6/24/24","Y",0,0,0,0,"Physaria globosa ","MBG Seed Bank","CCSD Seed Bank Freezer",NA,"2023-12-01T00:00:00","Dormant",324,"Seed","Missouri Botanical Garden","Wild","Shaw Nature Reserve","US-1-MO-2021-1839","Project specific use only","2021-06-01T00:00:00","5793","Dell, Noah","","01 Jun 2021","Maternal Lines","10236",10,"Local/Public-County","Most plants along the steep gravel/talus slope to the right side of the T-intersection, where the slope is considerable, and the substrate loose and thin.",NA,"Brassicaceae",NA,NA
"250","2021-1841-1","5","3/22/24","4/1/24","4/26/24",1275505,"United States","Kentucky","Franklin",38.222717,-84.856916,"Cove Spring Park","","16-5-2","Physaria globosa",161,250,21,"T16R5C2",NA,"5/14/24","Y","2","1","1.5","3.7","17","7.5","2.8","N ","N ","N ","N ","5/21/24","Y","N","N","N","N","5/28/24","Y","8.3","3","0","0","N","N","5/31/24","Y",0,0,"N","N","6/3/24","Y",0,0,0,0,"6/4/24","Y","0","8.9","3.1","6/5/24","0","0","0","0","6/7/24","Y",0,0,0,0,"6/10/24","Y",0,0,0,0,"6/11/24","Y","0","8.4","3","6/12/24","Y","0","0","0","0","6/14/24","Y",0,0,0,0,"6/17/24","Y",0,0,0,0,"6/19/24","Y",0,0,0,0,"6/24/24","Y",0,0,0,0,"Physaria globosa ","MBG Seed Bank","CCSD Seed Bank Freezer",NA,"2023-12-01T00:00:00","Dormant",287,"Seed","Missouri Botanical Garden","Wild","Shaw Nature Reserve","US-1-MO-2021-1841","Project specific use only","2021-07-16T00:00:00","362","Powell, Emily","","05 Jul 2021","Maternal Lines","",18,"State","",NA,"Brassicaceae",NA,NA
"251","2021-0838-1","10","3/21/24","3/29/24","4/26/24",1271397,"United States","Tennessee","Montgomery",36.501393,-87.318045,"","","15-3-7","Physaria globosa",79,251,21,"T15R3C7",NA,"5/14/24","Y","4","1","1.54","8.9","18","6.6","2.5","N ","N ","N ","N ","5/21/24","Y","N","N","N","N","5/28/24","Y","7.7","2.7","0","0","N","N","5/31/24","Y",0,0,"N","N","6/3/24","Y",0,0,0,0,"6/4/24","Y","0","7","2.9","6/5/24","0","0","0","0","6/7/24","Y",0,0,0,0,"6/10/24","Y",0,0,0,0,"6/11/24","Y","0","7.3","2.8","6/12/24","Y","0","0","0","0","6/14/24","Y",0,0,0,0,"6/17/24","Y",0,0,0,0,"6/19/24","Y",0,0,0,0,"6/24/24","Y",0,0,0,0,"Physaria globosa ","MBG Seed Bank","CCSD Seed Bank Freezer",NA,"2023-12-01T00:00:00","Dormant",951,"Seed","Missouri Botanical Garden","Wild","Shaw Nature Reserve","US-1-MO-2021-0838","Project specific use only","2019-06-05T00:00:00","1498","Dell, Noah","","05 Jun 2019","","11124",12,"Private","",NA,"Brassicaceae",NA,NA
"252","2021-0838-1","7","3/25/24","4/2/24","4/26/24",1271397,"United States","Tennessee","Montgomery",36.501393,-87.318045,"","","19-1-1","Physaria globosa",319,252,21,"T19R1C1",NA,"5/14/24","Y","4","1","1.87","7","55","6.4","2.8","N ","N ","N ","N ","5/21/24","Y","N","N","N","N","5/28/24","Y","7.2","2.8","0","0","N","N","5/31/24","Y",0,0,"N","N","6/3/24","Y",0,0,0,0,"6/4/24","Y","0","7.2","2.7","6/5/24","0","0","0","0","6/7/24","Y",0,0,0,0,"6/10/24","Y",0,0,0,0,"6/11/24","Y","0","6.8","2.8","6/12/24","Y","0","0","0","0","6/14/24","Y",0,0,0,0,"6/17/24","Y",0,0,0,0,"6/19/24","Y",0,0,0,0,"6/24/24","Y",0,0,0,0,"Physaria globosa ","MBG Seed Bank","CCSD Seed Bank Freezer",NA,"2023-12-01T00:00:00","Dormant",951,"Seed","Missouri Botanical Garden","Wild","Shaw Nature Reserve","US-1-MO-2021-0838","Project specific use only","2019-06-05T00:00:00","1498","Dell, Noah","","05 Jun 2019","","11124",12,"Private","",NA,"Brassicaceae",NA,NA
"253","2021-0838-1","5","3/19/24","3/28/24","4/26/24",1271397,"United States","Tennessee","Montgomery",36.501393,-87.318045,"","","14-1-10","Physaria globosa",8,253,22,"T14R1C10",NA,"5/14/24","Y","2","1","1.01","6.5","12","3.7","2","N ","N ","N ","N ","5/21/24","Y","N","N","N","N","5/28/24","Y","4.4","1.9","0","0","N","N","5/31/24","Y",0,0,"N","N","6/3/24","Y",0,0,0,0,"6/4/24","Y","0","4.2","2","6/5/24","0","0","0","0","6/7/24","Y",0,0,0,0,"6/10/24","Y",0,0,0,0,"6/11/24","Y","0","3.9","2.1","6/12/24","Y","0","0","0","0","6/14/24","Y",0,0,0,0,"6/17/24","Y",0,0,0,0,"6/19/24","Y",0,0,0,0,"6/24/24","Y",0,0,0,0,"Physaria globosa ","MBG Seed Bank","CCSD Seed Bank Freezer",NA,"2023-12-01T00:00:00","Dormant",951,"Seed","Missouri Botanical Garden","Wild","Shaw Nature Reserve","US-1-MO-2021-0838","Project specific use only","2019-06-05T00:00:00","1498","Dell, Noah","","05 Jun 2019","","11124",12,"Private","",NA,"Brassicaceae",NA,NA
"254","2021-1838-2","16","3/23/24","3/30/24","4/26/24",1290386,"United States","Tennessee","Davidson",36.20801,-86.960244,"McMinn's Bluff","From Ashland City, head south on TN-12. Turn right at the second entrance to River Trace and park near the top of the hill just before the road goes downhill, where the road is wider. The plants are scattered along the roadside, the bluffs above the road, and by the abandoned railroad tracks at the bottom of the hill.","17-5-12","Physaria globosa",242,254,22,"T17R5C12",NA,"5/14/24","Y","2","1","1.16","9.4","27","4.8","2.6","N ","N ","N ","N ","5/21/24","Y","N","N","N","N","5/28/24","Y","5.7","3.4","0","0","N","N","5/31/24","Y",0,0,"N","N","6/3/24","Y",0,0,0,0,"6/4/24","Y","0","5.6","3.1","6/5/24","0","0","0","0","6/7/24","Y",0,0,0,0,"6/10/24","Y",0,0,0,0,"6/11/24","Y","0","5.7","3.1","6/12/24","Y","0","0","0","0","6/14/24","Y",0,0,0,0,"6/17/24","Y",0,0,0,0,"6/19/24","Y",0,0,0,0,"6/24/24","Y",0,0,0,0,"Physaria globosa ","MBG Seed Bank","CCSD Seed Bank Freezer",NA,"2023-12-01T00:00:00","Dormant",980,"Seed","Missouri Botanical Garden","Wild","Shaw Nature Reserve","US-1-MO-2021-1838","Project specific use only","2021-06-01T00:00:00","571","Dell, Noah","","01 Jun 2021","Maternal Lines","5386",4,"Local/Public-County","",NA,"Brassicaceae",NA,NA
"255","2021-0838-1","6","3/20/24","3/28/24","4/26/24",1271397,"United States","Tennessee","Montgomery",36.501393,-87.318045,"","","14-4-5","Physaria globosa",27,255,22,"T14R4C5",NA,"5/14/24","Y","2","1","1.59","10.9","29","7.4","2.9","N ","N ","N ","N ","5/21/24","Y","N","N","N","N","5/28/24","Y","8.2","2.9","0","0","N","N","5/31/24","Y",0,0,"N","N","6/3/24","Y",0,0,0,0,"6/4/24","Y","0","7","2.9","6/5/24","0","0","0","0","6/7/24","Y",0,0,0,0,"6/10/24","Y",0,0,0,0,"6/11/24","Y","0","6.9","2.2","6/12/24","Y","0","0","0","0","6/14/24","Y",0,0,0,0,"6/17/24","Y",0,0,0,0,"6/19/24","Y",0,0,0,0,"6/24/24","Y",0,0,0,0,"Physaria globosa ","MBG Seed Bank","CCSD Seed Bank Freezer",NA,"2023-12-01T00:00:00","Dormant",951,"Seed","Missouri Botanical Garden","Wild","Shaw Nature Reserve","US-1-MO-2021-0838","Project specific use only","2019-06-05T00:00:00","1498","Dell, Noah","","05 Jun 2019","","11124",12,"Private","",NA,"Brassicaceae",NA,NA
"256","2021-1838-2","8","3/23/24","4/1/24","4/26/24",1290386,"United States","Tennessee","Davidson",36.20801,-86.960244,"McMinn's Bluff","From Ashland City, head south on TN-12. Turn right at the second entrance to River Trace and park near the top of the hill just before the road goes downhill, where the road is wider. The plants are scattered along the roadside, the bluffs above the road, and by the abandoned railroad tracks at the bottom of the hill.","17-4-12","Physaria globosa",230,256,22,"T17R4C12",NA,"5/14/24","Y","0","1","1.09","6.7","18","5.8","2.7","N ","N ","N ","N ","5/21/24","Y","N","N","N","N","5/28/24","Y","7.4","2.9","0","0","N","N","5/31/24","Y",0,0,"N","N","6/3/24","Y",0,0,0,0,"6/4/24","Y","0","7.9","3","6/5/24","0","0","0","0","6/7/24","Y",0,0,0,0,"6/10/24","Y",0,0,0,0,"6/11/24","Y","0","7.5","3","6/12/24","Y","0","0","0","0","6/14/24","Y",0,0,0,0,"6/17/24","Y",0,0,0,0,"6/19/24","Y",0,0,0,0,"6/24/24","Y",0,0,0,0,"Physaria globosa ","MBG Seed Bank","CCSD Seed Bank Freezer",NA,"2023-12-01T00:00:00","Dormant",980,"Seed","Missouri Botanical Garden","Wild","Shaw Nature Reserve","US-1-MO-2021-1838","Project specific use only","2021-06-01T00:00:00","571","Dell, Noah","","01 Jun 2021","Maternal Lines","5386",4,"Local/Public-County","",NA,"Brassicaceae",NA,NA
"257","2021-0838-1","5","3/19/24","3/28/24","4/26/24",1271397,"United States","Tennessee","Montgomery",36.501393,-87.318045,"","","14-1-11","Physaria globosa",9,257,22,"T14R1C11",NA,"5/14/24","Y","0","1","0.55","5.4","5","0.7","0.4","N ","N ","N ","N ","5/21/24","Y","N","N","N","N","5/28/24","Y","3.3","1.3","0","0","N","N","5/31/24","Y",0,0,"N","N","6/3/24","Y",0,0,0,0,"6/4/24","Y","0","3.6","1.8","6/5/24","0","0","0","0","6/7/24","Y",0,0,0,0,"6/10/24","Y",0,0,0,0,"6/11/24","Y","0","3.6","1.8","6/12/24","Y","0","0","0","0","6/14/24","Y",0,0,0,0,"6/17/24","Y",0,0,0,0,"6/19/24","Y",0,0,0,0,"6/24/24","Y",0,0,0,0,"Physaria globosa ","MBG Seed Bank","CCSD Seed Bank Freezer",NA,"2023-12-01T00:00:00","Dormant",951,"Seed","Missouri Botanical Garden","Wild","Shaw Nature Reserve","US-1-MO-2021-0838","Project specific use only","2019-06-05T00:00:00","1498","Dell, Noah","","05 Jun 2019","","11124",12,"Private","",NA,"Brassicaceae",NA,NA
"258","2021-0838-1","10","3/21/24","3/31/24","4/26/24",1271397,"United States","Tennessee","Montgomery",36.501393,-87.318045,"","","15-3-8","Physaria globosa",80,258,22,"T15R3C8",NA,"5/14/24","Y","3","1","1.13","4.9","12","6.8","2.8","N ","N ","N ","N ","5/21/24","Y","N","N","N","N","5/28/24","Y","7.4","2.8","0","0","N","N","5/31/24","Y",0,0,"N","N","6/3/24","Y",0,0,0,0,"6/4/24","Y","0","7.3","3.1","6/5/24","0","0","0","0","6/7/24","Y",0,0,0,0,"6/10/24","Y",0,0,0,0,"6/11/24","Y","0","7.4","2.9","6/12/24","Y","0","0","0","0","6/14/24","Y",0,0,0,0,"6/17/24","Y",0,0,0,0,"6/19/24","Y",0,0,0,0,"6/24/24","Y",0,0,0,0,"Physaria globosa ","MBG Seed Bank","CCSD Seed Bank Freezer",NA,"2023-12-01T00:00:00","Dormant",951,"Seed","Missouri Botanical Garden","Wild","Shaw Nature Reserve","US-1-MO-2021-0838","Project specific use only","2019-06-05T00:00:00","1498","Dell, Noah","","05 Jun 2019","","11124",12,"Private","",NA,"Brassicaceae",NA,NA
"259","2021-0838-1","1","3/26/24","4/4/24","4/26/24",1271397,"United States","Tennessee","Montgomery",36.501393,-87.318045,"","","19-3-12","Physaria globosa",352,259,22,"T19R3C12",NA,"5/14/24","Y","3","1","1.39","6.9","38","5.4","2.4","N ","N ","N ","N ","5/21/24","Y","N","N","N","N","5/28/24","Y","6","2.7","0","0","N","N","5/31/24","Y",0,0,"N","N","6/3/24","Y",0,0,0,0,"6/4/24","Y","0","5.2","2.6","6/5/24","0","0","0","0","6/7/24","Y",0,0,0,0,"6/10/24","Y",0,0,0,0,"6/11/24","Y","0","5.8","2.7","6/12/24","Y","0","0","0","0","6/14/24","Y",0,0,0,0,"6/17/24","Y",0,0,0,0,"6/19/24","Y",0,0,0,0,"6/24/24","Y",0,0,0,0,"Physaria globosa ","MBG Seed Bank","CCSD Seed Bank Freezer",NA,"2023-12-01T00:00:00","Dormant",951,"Seed","Missouri Botanical Garden","Wild","Shaw Nature Reserve","US-1-MO-2021-0838","Project specific use only","2019-06-05T00:00:00","1498","Dell, Noah","","05 Jun 2019","","11124",12,"Private","",NA,"Brassicaceae",NA,NA
"260","2018-1133-2","5","3/24/24","4/2/24","4/26/24",1248014,"United States","Tennessee","Trousdale",36.37351,-86.17156,"TN - EO#3 - Hartsville Access","From Hartsville: Head South on Hwy 141, continue left onto Cemetery Ln. and follow until reaching the Hartsville Access Area. Follow river nearly to bridge, most plants will be near the bank of the river, to about 15 to 20 meters uphill.","18-3-3","Physaria globosa",276,260,22,"T18R3C3",NA,"5/14/24","Y","2","1","1.3","9.7","19","6.1","2.7","N ","N ","N ","N ","5/21/24","Y","N","N","N","N","5/28/24","Y","6.5","3","0","0","N","N","5/31/24","Y",0,0,"N","N","6/3/24","Y",0,0,0,0,"6/4/24","Y","0","6.5","3","6/5/24","0","0","0","0","6/7/24","Y",0,0,0,0,"6/10/24","Y",0,0,0,0,"6/11/24","Y","0","6.5","2.9","6/12/24","Y","0","0","0","0","6/14/24","Y",0,0,0,0,"6/17/24","Y",0,0,0,0,"6/19/24","Y",0,0,0,0,"6/24/24","Y",0,0,0,0,"Physaria globosa ","MBG Seed Bank","CCSD Seed Bank Freezer",NA,"2023-12-01T00:00:00","Dormant",1008,"Seed","Missouri Botanical Garden","Wild","Shaw Nature Reserve","US-1-MO-2018-1133","Project specific use only","2018-06-05T00:00:00","3,570","Dell, Noah","","05 Jun 2018","","13344",3,"Federal-Other","Dry woods and banks along Cumberland River",NA,"Brassicaceae",NA,NA
"261","2021-1838-2","6","3/25/24","4/2/24","4/26/24",1290386,"United States","Tennessee","Davidson",36.20801,-86.960244,"McMinn's Bluff","From Ashland City, head south on TN-12. Turn right at the second entrance to River Trace and park near the top of the hill just before the road goes downhill, where the road is wider. The plants are scattered along the roadside, the bluffs above the road, and by the abandoned railroad tracks at the bottom of the hill.","19-2-5","Physaria globosa",334,261,22,"T19R2C5",NA,"5/14/24","Y","3","1","1.6","7.3","22","7.8","3","N ","N ","N ","N ","5/21/24","Y","N","N","N","N","5/28/24","Y","8","3","0","0","N","N","5/31/24","Y",0,0,"N","N","6/3/24","Y",0,0,0,0,"6/4/24","Y","0","8.3","3.3","6/5/24","0","0","0","0","6/7/24","Y",0,0,0,0,"6/10/24","Y",0,0,0,0,"6/11/24","Y","0","8","3.1","6/12/24","Y","0","0","0","0","6/14/24","Y",0,0,0,0,"6/17/24","Y",0,0,0,0,"6/19/24","Y",0,0,0,0,"6/24/24","Y",0,0,0,0,"Physaria globosa ","MBG Seed Bank","CCSD Seed Bank Freezer",NA,"2023-12-01T00:00:00","Dormant",980,"Seed","Missouri Botanical Garden","Wild","Shaw Nature Reserve","US-1-MO-2021-1838","Project specific use only","2021-06-01T00:00:00","571","Dell, Noah","","01 Jun 2021","Maternal Lines","5386",4,"Local/Public-County","",NA,"Brassicaceae",NA,NA
"262","2018-1133-2","10","3/23/24","4/1/24","4/26/24",1248014,"United States","Tennessee","Trousdale",36.37351,-86.17156,"TN - EO#3 - Hartsville Access","From Hartsville: Head South on Hwy 141, continue left onto Cemetery Ln. and follow until reaching the Hartsville Access Area. Follow river nearly to bridge, most plants will be near the bank of the river, to about 15 to 20 meters uphill.","17-3-10","Physaria globosa",216,262,22,"T17R3C10",NA,"5/14/24","Y","2","1","1.27","7.1","16","8.2","3.4","N ","N ","N ","N ","5/21/24","Y","N","N","N","N","5/28/24","Y","8.9","3.4","0","0","N","N","5/31/24","Y",0,0,"N","N","6/3/24","Y",0,0,0,0,"6/4/24","Y","0","9","3.6","6/5/24","0","0","0","0","6/7/24","Y",0,0,0,0,"6/10/24","Y",0,0,0,0,"6/11/24","Y","0","8.3","3.1","6/12/24","Y","0","0","0","0","6/14/24","Y",0,0,0,0,"6/17/24","Y",0,0,0,0,"6/19/24","Y",0,0,0,0,"6/24/24","Y",0,0,0,0,"Physaria globosa ","MBG Seed Bank","CCSD Seed Bank Freezer",NA,"2023-12-01T00:00:00","Dormant",1008,"Seed","Missouri Botanical Garden","Wild","Shaw Nature Reserve","US-1-MO-2018-1133","Project specific use only","2018-06-05T00:00:00","3,570","Dell, Noah","","05 Jun 2018","","13344",3,"Federal-Other","Dry woods and banks along Cumberland River",NA,"Brassicaceae",NA,NA
"263","2023-0185-2","1","3/22/24","3/29/24","4/26/24",1290444,"United States","Indiana","Posey",37.824189,-88.003202,"Bonebank Rd.","From Mt. Vernon, Indiana, take US 69 South for approximately 6 miles and turn right on Bonebank Rd/County Rd 1100 S/Spencer Ditch Rd. Follow Bonebank Rd. for another 6 miles. Plants are along the right side of the road adjacent to a cypress slough.","16-5-9","Physaria globosa",167,263,22,"T16R5C9",NA,"5/14/24","Y","2","1","1.4","4.6","14","6.7","2.3","N ","N ","N ","N ","5/21/24","Y","N","N","N","N","5/28/24","Y","7.1","3","0","0","N","N","5/31/24","Y",0,0,"N","N","6/3/24","Y",0,0,0,0,"6/4/24","Y","0","7.4","2.7","6/5/24","0","0","0","0","6/7/24","Y",0,0,0,0,"6/10/24","Y",0,0,0,0,"6/11/24","Y","0","7.2","2.7","6/12/24","Y","0","0","0","0","6/14/24","Y",0,0,0,0,"6/17/24","Y",0,0,0,0,"6/19/24","Y",0,0,0,0,"6/24/24","Y",0,0,0,0,"Physaria globosa ","MBG Seed Bank","CCSD Seed Bank Freezer",NA,"2023-12-01T00:00:00","Dormant",1041,"Seed","Missouri Botanical Garden","Wild","Shaw Nature Reserve","US-1-MO-2023-0185","Project specific use only","2021-06-28T00:00:00","3180","Dell, Noah","","28 Jun 2021","","",1,"State","",NA,"Brassicaceae",NA,NA
"264","2021-0838-1","8","3/19/24","3/28/24","4/26/24",1271397,"United States","Tennessee","Montgomery",36.501393,-87.318045,"","","14-3-8","Physaria globosa",18,264,22,"T14R3C8",NA,"5/14/24","Y","0","1","1.34","6.9","26","5.7","2.3","N ","N ","N ","N ","5/21/24","Y","N","N","N","N","5/28/24","Y","6.5","2.5","0","0","N","N","5/31/24","Y",0,0,"N","N","6/3/24","Y",0,0,0,0,"6/4/24","Y","0","6.7","2.7","6/5/24","0","0","0","0","6/7/24","Y",0,0,0,0,"6/10/24","Y",0,0,0,0,"6/11/24","Y","0","6.5","2.6","6/12/24","Y","0","0","0","0","6/14/24","Y",0,0,0,0,"6/17/24","Y",0,0,0,0,"6/19/24","Y",0,0,0,0,"6/24/24","Y",0,0,0,0,"Physaria globosa ","MBG Seed Bank","CCSD Seed Bank Freezer",NA,"2023-12-01T00:00:00","Dormant",951,"Seed","Missouri Botanical Garden","Wild","Shaw Nature Reserve","US-1-MO-2021-0838","Project specific use only","2019-06-05T00:00:00","1498","Dell, Noah","","05 Jun 2019","","11124",12,"Private","",NA,"Brassicaceae",NA,NA
"265","2021-1843-2","21","3/25/24","4/2/24","4/26/24",1290441,"United States","Kentucky","Franklin",38.210077,-84.885952,"Bald Knob","","18-6-2","Physaria globosa",308,265,23,"T18R6C2",NA,"5/14/24","Y","1","1","1.43","6.8","13","7.6","3.4","N ","N ","N ","N ","5/21/24","Y","N","N","N","N","5/28/24","Y","7.5","3.4","0","0","N","N","5/31/24","Y",0,0,"N","N","6/3/24","Y",0,0,0,0,"6/4/24","Y","0","6","3.5","6/5/24","0","0","0","0","6/7/24","Y",0,0,0,0,"6/10/24","Y",0,0,0,0,"6/11/24","Y","0","8.9","3.6","6/12/24","Y","0","0","0","0","6/14/24","Y",0,0,0,0,"6/17/24","Y",0,0,0,0,"6/19/24","Y",0,0,0,0,"6/24/24","Y",0,0,0,0,"Physaria globosa ","MBG Seed Bank","CCSD Seed Bank Freezer",NA,"2023-12-01T00:00:00","Dormant",262,"Seed","Missouri Botanical Garden","Wild","Shaw Nature Reserve","US-1-MO-2021-1843","Project specific use only","2021-07-22T00:00:00","1295","Rogers, Devin","","11 Jun 2021","Maternal Lines","",7,"Private","",NA,"Brassicaceae",NA,NA
"266","2023-0185-2","11","3/21/24","3/30/24","4/26/24",1290444,"United States","Indiana","Posey",37.824189,-88.003202,"Bonebank Rd.","From Mt. Vernon, Indiana, take US 69 South for approximately 6 miles and turn right on Bonebank Rd/County Rd 1100 S/Spencer Ditch Rd. Follow Bonebank Rd. for another 6 miles. Plants are along the right side of the road adjacent to a cypress slough.","16-1-12","Physaria globosa",126,266,23,"T16R1C12",NA,"5/14/24","Y","1","1","1.21","4.5","14","8.1","3.1","N ","N ","N ","N ","5/21/24","Y","N","N","N","N","5/28/24","Y","9.3","3.3","0","0","N","N","5/31/24","Y",0,0,"N","N","6/3/24","Y",0,0,0,0,"6/4/24","Y","0","9.3","3.2","6/5/24","0","0","0","0","6/7/24","Y",0,0,0,0,"6/10/24","Y",0,0,0,0,"6/11/24","Y","0","9.5","3","6/12/24","Y","0","0","0","0","6/14/24","Y",0,0,0,0,"6/17/24","Y",0,0,0,0,"6/19/24","Y",0,0,0,0,"6/24/24","Y",0,0,0,0,"Physaria globosa ","MBG Seed Bank","CCSD Seed Bank Freezer",NA,"2023-12-01T00:00:00","Dormant",1041,"Seed","Missouri Botanical Garden","Wild","Shaw Nature Reserve","US-1-MO-2023-0185","Project specific use only","2021-06-28T00:00:00","3180","Dell, Noah","","28 Jun 2021","","",1,"State","",NA,"Brassicaceae",NA,NA
"267","2021-1836-2","12","4/2/24","4/15/24","4/26/24",1290385,"United States","Tennessee","Cheatham",36.1432,-87.0232,"Unknown","From Ashland City, drive south on TN-12 and then turn SW (R) onto Thompson Rd. Follow Thompson Rd. past the railroad tracks and park in front of the recycling center. Walk onto the railroad tracks from this spot and then head NW (L) past the abandoned railroad cars, careful to stay on the RR right-of-way and not the farmer's property. Plants will be visible along the talus slope after ~.5 km and extend for approximately 300 meters.","20-6-12","Physaria globosa",448,267,23,"T20R6C12",NA,"5/14/24","Y","0","1","0.63","1.4","6","2.5","1.4","N ","N ","N ","N ","5/21/24","Y","N","N","N","N","5/28/24","Y","7.7","3.3","0","0","N","N","5/31/24","Y",0,0,"N","N","6/3/24","Y",0,0,0,0,"6/4/24","Y","0","8","3.4","6/5/24","0","0","0","0","6/7/24","Y",0,0,0,0,"6/10/24","Y",0,0,0,0,"6/11/24","Y","0","8.1","3.1","6/12/24","Y","0","0","0","0","6/14/24","Y",0,0,0,0,"6/17/24","Y",0,0,0,0,"6/19/24","Y",0,0,0,0,"6/24/24","Y",0,0,0,0,"Physaria globosa ","MBG Seed Bank","CCSD Seed Bank Freezer",NA,"2023-12-01T00:00:00","Dormant",1616,"Seed","Missouri Botanical Garden","Wild","Shaw Nature Reserve","US-1-MO-2021-1836","Project specific use only","2021-06-01T00:00:00","3617","Dell, Noah","","01 Jun 2021","Maternal Lines","6678",1,"Local/Public-County","Most plants were found along the railroad bed in a talus slope adjacent to private property. Habitat was previously continuously disturbed due to railroad maintenance, but now is somewhat overgrown with vegetation.",NA,"Brassicaceae",NA,NA
